FISC_PERIOD,FISC_YEAR,REGION,OFFICE,TOWN,TTL_CPS_ACEPT_M,TTL_CPS_SUBS_M,TTL_ALLEGAT_M,TTL_ALLEGAT_SUBS_M,TTL_PHYS_ABUSE_M,TTL_EDUC_NEGLECT_M,TTL_EMOT_NEGLECT_M,TTL_HIGH_RISK_M,TTL_MEDI_NEGLECT_M,TTL_AT_RISK_M,TTL_PHYS_NEGLECT_M,TTL_SEX_ABUSE_M,SUBS_PHYS_ABUSE_M,SUBS_EDUC_NEGLECT_M,SUBS_EMOT_NEGLECT_M,SUBS_HIGH_RISK_M,SUBS_MEDI_NEGLECT_M,SUBS_AT_RISK_M,SUBS_PHYS_NEGLECT_M,SUBS_SEX_ABUSE_M,CHILDREN_SUBS,RATE_PHYS_ABUSE_M,RATE_EDUC_NEGLECT_M,RATE_EMOT_NEGLECT_M,RATE_HIGH_RISK_M,RATE_MEDI_NEGLECT_M,RATE_AT_RISK_M,RATE_PHYS_NEGLECT_M,RATE_SEX_ABUSE_M
07/01/2013 - 06/30/2014,2014,REGION 5,DANBURY,NEWTOWN,89,15,280,58,35,<= 10,66,-,<= 10,-,149,<= 10,<= 10,<= 10,<= 10,-,-,-,43,-,30,0 - 10 %,20 - 30 %,20 - 30 %,-,0 - 10 %,-,53%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 5,DANBURY,RIDGEFIELD,57,<= 10,113,17,15,<= 10,36,-,<= 10,-,48,<= 10,<= 10,<= 10,<= 10,-,-,-,<= 10,-,<= 10,10 - 20 %,90 - 100 %,10 - 20 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 3,WILLIMANTIC,COLUMBIA,25,<= 10,60,<= 10,<= 10,-,<= 10,-,<= 10,-,47,<= 10,-,-,<= 10,-,-,-,-,-,<= 10,0 - 10 %,-,30 - 40 %,-,0 - 10 %,-,-,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,CORNWALL,<= 10,<= 10,20,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,<= 10,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,0 - 10 %,90 - 100 %,-,0 - 10 %,-,90 - 100 %,90 - 100 %
07/01/2016 - 06/30/2017,2017,REGION 5,DANBURY,BRIDGEWATER,<= 10,-,<= 10,-,-,-,-,-,-,-,<= 10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,NORTH HAVEN,92,17,204,30,20,12,35,-,<= 10,-,128,<= 10,-,<= 10,<= 10,-,-,-,19,<= 10,18,-,20 - 30 %,10 - 20 %,-,0 - 10 %,-,15%,90 - 100 %
07/01/2016 - 06/30/2017,2017,REGION 4,MANCHESTER,ENFIELD,394,43,947,166,80,47,153,-,12,-,609,26,<= 10,<= 10,38,-,<= 10,-,114,<= 10,59,0 - 10 %,10 - 20 %,25%,-,0 - 10 %,-,19%,10 - 20 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,NORFOLK,<= 10,-,14,-,<= 10,<= 10,<= 10,-,-,-,11,-,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,0 - 10 %,-,-,-,-,-
07/01/2016 - 06/30/2017,2017,REGION 5,WATERBURY,WOLCOTT,67,<= 10,182,35,14,<= 10,31,-,-,-,129,<= 10,<= 10,<= 10,<= 10,-,-,-,22,-,15,0 - 10 %,90 - 100 %,30 - 40 %,-,-,-,17%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,ORANGE,31,<= 10,56,13,<= 10,11,<= 10,-,-,-,28,-,<= 10,<= 10,-,-,-,-,<= 10,-,<= 10,0 - 10 %,60 - 70 %,0 - 10 %,-,-,-,10 - 20 %,-
07/01/2016 - 06/30/2017,2017,REGION 4,MANCHESTER,SOMERS,44,<= 10,106,11,13,<= 10,24,-,<= 10,-,51,<= 10,<= 10,<= 10,-,-,-,-,<= 10,-,<= 10,0 - 10 %,20 - 30 %,-,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 4,MANCHESTER,SUFFIELD,68,<= 10,136,12,17,<= 10,12,-,<= 10,-,87,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,-,0 - 10 %,50 - 60 %,-,0 - 10 %,-,10 - 20 %,20 - 30 %
07/01/2016 - 06/30/2017,2017,REGION 4,MANCHESTER,STAFFORD,119,12,256,21,30,14,33,-,<= 10,-,160,12,-,-,<= 10,-,-,-,17,<= 10,17,-,-,0 - 10 %,-,0 - 10 %,-,19%,50 - 60 %
07/01/2016 - 06/30/2017,2017,REGION 5,WATERBURY,WATERBURY,1897,383,5308,1628,471,324,964,-,103,-,3189,139,53,135,432,-,24,-,921,38,566,11%,42%,45%,-,23%,-,29%,27%
07/01/2016 - 06/30/2017,2017,REGION 5,DANBURY,REDDING,24,<= 10,55,14,<= 10,-,11,-,<= 10,-,34,<= 10,<= 10,-,<= 10,-,-,-,11,<= 10,11,10 - 20 %,-,0 - 10 %,-,0 - 10 %,-,33%,40 - 50 %
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,NEW BRITAIN,1214,214,2886,528,277,149,428,-,61,-,1828,83,19,25,61,-,<= 10,-,376,35,325,7%,17%,14%,-,10 - 20 %,-,21%,42%
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,CHESTER,15,<= 10,29,<= 10,<= 10,<= 10,<= 10,-,-,-,19,<= 10,-,<= 10,-,-,-,-,-,-,<= 10,0 - 10 %,30 - 40 %,0 - 10 %,-,-,-,-,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,WILLIMANTIC,ASHFORD,18,<= 10,30,<= 10,<= 10,-,<= 10,-,-,-,20,-,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,-,0 - 10 %,-,-,-,0 - 10 %,-
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,FARMINGTON,98,17,237,45,29,21,40,-,<= 10,-,139,<= 10,-,<= 10,<= 10,-,-,-,35,-,27,-,70 - 80 %,20 - 30 %,-,0 - 10 %,-,52%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,DERBY,144,27,436,85,51,20,55,-,<= 10,-,298,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,67,<= 10,42,0 - 10 %,0 - 10 %,10 - 20 %,-,30 - 40 %,-,22%,10 - 20 %
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,WETHERSFIELD,127,13,299,24,32,11,37,-,<= 10,-,198,<= 10,<= 10,<= 10,<= 10,-,-,-,16,-,17,0 - 10 %,20 - 30 %,10 - 20 %,-,0 - 10 %,-,8%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,SEYMOUR,98,24,231,60,25,24,34,-,<= 10,-,135,<= 10,<= 10,17,<= 10,-,<= 10,-,31,<= 10,34,0 - 10 %,71%,20 - 30 %,-,10 - 20 %,-,23%,30 - 40 %
07/01/2016 - 06/30/2017,2017,REGION 3,NORWICH,STONINGTON,87,15,324,95,28,<= 10,58,-,<= 10,-,220,<= 10,<= 10,-,25,-,<= 10,-,61,<= 10,23,10 - 20 %,0 - 10 %,45%,-,40 - 50 %,-,29%,30 - 40 %
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,BRISTOL,729,126,1688,268,164,75,267,-,25,-,1097,29,15,17,21,-,<= 10,-,196,<= 10,172,9%,23%,8%,-,10 - 20 %,-,18%,30 - 40 %
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,MIDDLEFIELD,16,<= 10,40,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,28,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,30 - 40 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,WILLIMANTIC,CHAPLIN,26,<= 10,67,12,<= 10,<= 10,<= 10,-,<= 10,-,48,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,0 - 10 %,40 - 50 %,-,0 - 10 %,-,10 - 20 %,90 - 100 %
07/01/2016 - 06/30/2017,2017,REGION 5,DANBURY,NEWTOWN,106,21,228,73,22,<= 10,47,-,<= 10,-,128,11,<= 10,-,30,-,<= 10,-,38,<= 10,28,10 - 20 %,0 - 10 %,107%,-,90 - 100 %,-,56%,10 - 20 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,BARKHAMSTED,15,<= 10,41,<= 10,<= 10,-,11,-,-,-,26,-,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,30 - 40 %,-,-,-,60 - 70 %,-
07/01/2016 - 06/30/2017,2017,REGION 5,WATERBURY,SOUTHBURY,57,<= 10,157,37,<= 10,<= 10,22,-,-,-,113,<= 10,-,-,<= 10,-,-,-,27,<= 10,13,0 - 10 %,0 - 10 %,40 - 50 %,-,-,-,24%,20 - 30 %
07/01/2016 - 06/30/2017,2017,REGION 3,NORWICH,EAST LYME,94,23,293,121,14,<= 10,48,-,<= 10,-,203,13,<= 10,-,23,-,<= 10,-,90,<= 10,38,10 - 20 %,0 - 10 %,112%,-,90 - 100 %,-,86%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,SHARON,<= 10,-,12,-,<= 10,-,<= 10,-,-,-,<= 10,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-,0 - 10 %,-,-,-,0 - 10 %,-
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,PLAINVILLE,110,17,265,33,25,13,58,-,<= 10,-,151,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,22,-,22,0 - 10 %,20 - 30 %,0 - 10 %,-,20 - 30 %,-,15%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,WILLIMANTIC,HAMPTON,15,<= 10,50,17,<= 10,<= 10,-,-,<= 10,-,37,<= 10,-,-,-,-,-,-,13,<= 10,<= 10,0 - 10 %,0 - 10 %,-,-,0 - 10 %,-,35%,90 - 100 %
07/01/2016 - 06/30/2017,2017,REGION 3,WILLIMANTIC,STERLING,47,11,99,23,<= 10,<= 10,15,-,<= 10,-,63,-,-,<= 10,<= 10,-,<= 10,-,13,-,13,0 - 10 %,70 - 80 %,120 - 130 %,-,10 - 20 %,-,69%,-
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,MIDDLETOWN,536,83,1198,200,102,38,202,-,19,-,773,38,<= 10,<= 10,40,-,<= 10,-,132,11,110,0 - 10 %,20 - 30 %,20%,-,20 - 30 %,-,17%,29%
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,HARWINTON,24,<= 10,78,18,15,<= 10,21,-,-,-,36,<= 10,<= 10,-,<= 10,-,-,-,<= 10,<= 10,11,30 - 40 %,0 - 10 %,0 - 10 %,-,-,-,20 - 30 %,90 - 100 %
07/01/2016 - 06/30/2017,2017,REGION 1,BRIDGEPORT,EASTON,16,-,34,-,<= 10,<= 10,<= 10,-,-,-,21,<= 10,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,0 - 10 %,-,-,-,-,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 4,HARTFORD,WEST HARTFORD,260,28,540,68,95,16,73,-,18,-,316,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,45,<= 10,41,0 - 10 %,0 - 10 %,0 - 10 %,-,20 - 30 %,-,14%,130 - 140 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,NEW HARTFORD,30,<= 10,58,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,36,<= 10,-,-,-,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,0 - 10 %,30 - 40 %
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,ESSEX,21,<= 10,50,<= 10,<= 10,<= 10,<= 10,-,-,-,38,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,30 - 40 %,-,-,-,20 - 30 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,WILLIMANTIC,WILLINGTON,29,<= 10,80,26,<= 10,-,22,-,<= 10,-,52,<= 10,<= 10,-,<= 10,-,-,-,15,-,11,30 - 40 %,-,40 - 50 %,-,0 - 10 %,-,29%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,GOSHEN,<= 10,<= 10,23,<= 10,<= 10,<= 10,<= 10,-,-,-,15,-,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,-,-,10 - 20 %,-
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,SHELTON,255,55,574,128,61,35,93,-,21,-,336,14,<= 10,17,25,-,<= 10,-,72,-,82,0 - 10 %,49%,27%,-,40 - 50 %,-,120%,-
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,WINCHESTER,148,29,455,150,38,14,102,-,<= 10,-,280,11,<= 10,<= 10,54,-,-,-,77,<= 10,54,10 - 20 %,60 - 70 %,85%,-,0 - 10 %,-,36%,20 - 30 %
07/01/2016 - 06/30/2017,2017,REGION 6,MERIDEN,WALLINGFORD,241,26,518,64,53,24,74,-,15,-,322,17,<= 10,<= 10,18,-,<= 10,-,36,<= 10,35,0 - 10 %,10 - 20 %,24%,-,0 - 10 %,-,11%,20 - 30 %
07/01/2016 - 06/30/2017,2017,REGION 1,BRIDGEPORT,TRUMBULL,106,16,259,33,38,11,44,-,<= 10,-,147,<= 10,<= 10,-,<= 10,-,-,-,26,<= 10,22,0 - 10 %,-,0 - 10 %,-,0 - 10 %,-,18%,20 - 30 %
07/01/2016 - 06/30/2017,2017,REGION 5,DANBURY,DANBURY,653,112,1476,273,150,96,226,-,34,-,902,46,<= 10,11,49,-,<= 10,-,180,11,153,0 - 10 %,11%,22%,-,20 - 30 %,-,20%,24%
07/01/2016 - 06/30/2017,2017,REGION 5,WATERBURY,BEACON FALLS,33,<= 10,115,43,<= 10,<= 10,37,-,<= 10,-,63,-,-,<= 10,16,-,-,-,22,-,13,0 - 10 %,70 - 80 %,43%,-,0 - 10 %,-,35%,-
07/01/2016 - 06/30/2017,2017,REGION 5,WATERBURY,NAUGATUCK,283,51,725,194,72,24,101,-,<= 10,-,485,15,<= 10,<= 10,24,-,<= 10,-,148,<= 10,80,0 - 10 %,20 - 30 %,24%,-,10 - 20 %,-,31%,40 - 50 %
07/01/2016 - 06/30/2017,2017,REGION 5,WATERBURY,CHESHIRE,82,17,192,44,32,<= 10,30,-,-,-,116,<= 10,-,<= 10,14,-,-,-,22,<= 10,17,-,30 - 40 %,47%,-,-,-,19%,80 - 90 %
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,ANSONIA,249,64,612,181,67,28,101,-,15,-,365,11,15,13,36,-,<= 10,-,106,<= 10,89,22%,46%,36%,-,10 - 20 %,-,29%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,EAST HAMPTON,75,11,176,25,12,11,21,-,<= 10,-,120,<= 10,<= 10,<= 10,<= 10,-,-,-,14,<= 10,14,0 - 10 %,30 - 40 %,10 - 20 %,-,0 - 10 %,-,14%,40 - 50 %
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,WESTBROOK,31,<= 10,64,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,44,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,90 - 100 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 5,DANBURY,NEW FAIRFIELD,44,<= 10,110,14,15,-,24,-,<= 10,-,65,<= 10,-,-,<= 10,-,<= 10,-,<= 10,<= 10,<= 10,-,-,20 - 30 %,-,40 - 50 %,-,10 - 20 %,30 - 40 %
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,PLYMOUTH,102,17,224,37,16,<= 10,39,-,<= 10,-,135,<= 10,<= 10,-,<= 10,-,-,-,30,<= 10,21,10 - 20 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,60%,30 - 40 %
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,GUILFORD,71,18,156,41,17,-,29,-,<= 10,-,99,<= 10,<= 10,-,16,-,-,-,24,-,25,0 - 10 %,-,55%,-,0 - 10 %,-,24%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,WILLIMANTIC,THOMPSON,61,12,173,60,15,<= 10,35,-,<= 10,-,111,<= 10,<= 10,-,27,-,<= 10,-,30,<= 10,25,10 - 20 %,0 - 10 %,157%,-,90 - 100 %,-,55%,40 - 50 %
07/01/2016 - 06/30/2017,2017,REGION 4,MANCHESTER,ELLINGTON,69,<= 10,134,<= 10,<= 10,<= 10,20,-,<= 10,-,82,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 1,BRIDGEPORT,MONROE,71,<= 10,141,22,18,<= 10,14,-,<= 10,-,93,<= 10,-,<= 10,<= 10,-,-,-,12,-,11,-,20 - 30 %,40 - 50 %,-,0 - 10 %,-,13%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,KILLINGWORTH,16,<= 10,50,16,<= 10,-,17,-,-,-,27,-,<= 10,-,<= 10,-,-,-,<= 10,-,<= 10,30 - 40 %,-,40 - 50 %,-,-,-,20 - 30 %,-
07/01/2016 - 06/30/2017,2017,REGION 6,MERIDEN,MERIDEN,960,143,2402,406,211,114,431,-,78,-,1459,46,18,20,92,-,<= 10,-,241,11,207,9%,18%,21%,-,0 - 10 %,-,17%,24%
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,PORTLAND,47,<= 10,94,<= 10,<= 10,-,<= 10,-,-,-,77,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,-,0 - 10 %,-,-,-,0 - 10 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,BURLINGTON,42,<= 10,77,12,<= 10,<= 10,<= 10,-,-,-,55,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,30 - 40 %,-,-,-,10 - 20 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 4,MANCHESTER,ANDOVER,23,<= 10,49,<= 10,12,-,<= 10,-,-,-,26,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,-,-,0 - 10 %,-,-,-,0 - 10 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,DEEP RIVER,17,<= 10,33,<= 10,<= 10,-,<= 10,-,-,-,19,<= 10,-,-,<= 10,-,-,-,-,-,<= 10,0 - 10 %,-,40 - 50 %,-,-,-,-,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,HAMDEN,359,75,765,146,91,41,108,-,17,-,469,21,<= 10,18,15,-,<= 10,-,98,<= 10,102,0 - 10 %,44%,14%,-,20 - 30 %,-,21%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,NORWICH,GROTON,367,67,1062,284,85,26,173,-,<= 10,-,718,30,<= 10,<= 10,65,-,<= 10,-,196,<= 10,91,0 - 10 %,20 - 30 %,72%,-,10 - 20 %,-,41%,20 - 30 %
07/01/2016 - 06/30/2017,2017,REGION 3,NORWICH,FRANKLIN,<= 10,<= 10,<= 10,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,-,-,-,-,-,-,-,-,<= 10,-,-,0 - 10 %,-,-,-,0 - 10 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,NORWICH,COLCHESTER,83,14,200,45,18,<= 10,29,-,<= 10,-,137,<= 10,-,<= 10,<= 10,-,-,-,33,-,16,-,40 - 50 %,20 - 30 %,-,0 - 10 %,-,24%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 4,MANCHESTER,SOUTH WINDSOR,92,13,219,37,27,<= 10,29,-,<= 10,-,150,<= 10,<= 10,-,<= 10,-,<= 10,-,26,-,14,10 - 20 %,0 - 10 %,20 - 30 %,-,40 - 50 %,-,17%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,WEST HAVEN,565,129,1292,282,109,61,193,-,22,-,848,31,11,21,52,-,<= 10,-,182,<= 10,174,10%,34%,27%,-,10 - 20 %,-,21%,20 - 30 %
07/01/2016 - 06/30/2017,2017,REGION 3,WILLIMANTIC,SCOTLAND,<= 10,<= 10,21,<= 10,<= 10,<= 10,<= 10,-,-,-,11,-,-,-,<= 10,-,-,-,-,-,<= 10,0 - 10 %,0 - 10 %,10 - 20 %,-,-,-,-,-
07/01/2016 - 06/30/2017,2017,REGION 3,NORWICH,LEBANON,57,<= 10,127,19,19,<= 10,13,-,<= 10,-,80,<= 10,<= 10,-,<= 10,-,-,-,12,-,<= 10,20 - 30 %,0 - 10 %,10 - 20 %,-,0 - 10 %,-,15%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 4,MANCHESTER,BOLTON,21,<= 10,46,<= 10,<= 10,-,<= 10,-,-,-,31,<= 10,-,-,-,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,0 - 10 %,-,-,-,0 - 10 %,90 - 100 %
07/01/2016 - 06/30/2017,2017,REGION 3,NORWICH,LISBON,27,<= 10,60,14,<= 10,<= 10,<= 10,-,<= 10,-,32,<= 10,<= 10,<= 10,-,-,-,-,<= 10,<= 10,<= 10,20 - 30 %,60 - 70 %,0 - 10 %,-,0 - 10 %,-,10 - 20 %,60 - 70 %
07/01/2016 - 06/30/2017,2017,REGION 3,NORWICH,NORWICH,822,174,2561,898,195,88,411,-,70,-,1697,55,16,33,175,-,29,-,625,19,281,15%,67%,55%,-,84%,-,141%,64%
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,EAST HADDAM,39,<= 10,76,<= 10,<= 10,-,13,-,<= 10,-,51,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,20 - 30 %,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,EAST HAVEN,283,61,677,153,62,14,102,-,11,-,459,17,<= 10,<= 10,26,-,<= 10,-,107,<= 10,85,0 - 10 %,30 - 40 %,25%,-,60 - 70 %,-,23%,10 - 20 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,MORRIS,14,<= 10,42,<= 10,<= 10,-,<= 10,-,<= 10,-,26,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,10 - 20 %,-,0 - 10 %,-,10 - 20 %,40 - 50 %
07/01/2016 - 06/30/2017,2017,REGION 5,DANBURY,SHERMAN,<= 10,<= 10,<= 10,<= 10,<= 10,-,-,-,-,-,<= 10,-,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,-,-,-,-,-,10 - 20 %,-
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,TORRINGTON,492,77,1114,187,91,35,183,-,<= 10,-,736,30,<= 10,<= 10,42,-,<= 10,-,117,<= 10,95,0 - 10 %,0 - 10 %,23%,-,10 - 20 %,-,16%,10 - 20 %
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,SOUTHINGTON,232,26,510,58,62,16,76,-,<= 10,-,315,11,<= 10,<= 10,<= 10,-,-,-,42,<= 10,37,0 - 10 %,10 - 20 %,10 - 20 %,-,0 - 10 %,-,19%,10 - 20 %
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,AVON,44,<= 10,111,<= 10,15,<= 10,15,-,<= 10,-,63,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,-,0 - 10 %,-,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 2,MILFORD,BRANFORD,144,29,327,51,26,<= 10,75,-,<= 10,-,210,<= 10,-,<= 10,13,-,-,-,33,<= 10,35,-,40 - 50 %,17%,-,0 - 10 %,-,16%,10 - 20 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,WASHINGTON,<= 10,<= 10,23,<= 10,<= 10,-,<= 10,-,<= 10,-,<= 10,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,130 - 140 %,-,0 - 10 %,-,20 - 30 %,90 - 100 %
07/01/2016 - 06/30/2017,2017,REGION 4,MANCHESTER,VERNON,343,53,756,105,71,26,133,-,<= 10,-,485,19,<= 10,-,14,-,-,-,83,<= 10,62,0 - 10 %,-,29%,-,0 - 10 %,-,29%,10 - 20 %
07/01/2016 - 06/30/2017,2017,REGION 3,WILLIMANTIC,PLAINFIELD,231,43,628,150,43,<= 10,102,-,12,-,433,<= 10,<= 10,<= 10,45,-,<= 10,-,89,<= 10,65,10 - 20 %,40 - 50 %,155%,-,60 - 70 %,-,69%,60 - 70 %
07/01/2016 - 06/30/2017,2017,REGION 5,WATERBURY,WOODBURY,40,<= 10,85,11,12,<= 10,13,-,<= 10,-,52,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,-,0 - 10 %,30 - 40 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,MIDDLETOWN,LYME,<= 10,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,-,-,<= 10,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,40 - 50 %,-,-,-,90 - 100 %,90 - 100 %
07/01/2016 - 06/30/2017,2017,REGION 6,NEW BRITAIN,NEWINGTON,159,20,354,42,31,<= 10,66,-,<= 10,-,217,15,<= 10,<= 10,<= 10,-,-,-,26,<= 10,26,0 - 10 %,20 - 30 %,10 - 20 %,-,0 - 10 %,-,12%,20 - 30 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,BETHLEHEM,13,<= 10,49,<= 10,<= 10,-,12,-,<= 10,-,30,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,0 - 10 %,-,0 - 10 %,-,10 - 20 %,90 - 100 %
07/01/2016 - 06/30/2017,2017,REGION 4,HARTFORD,WINDSOR,224,29,522,90,65,12,91,-,<= 10,-,320,15,<= 10,-,21,-,<= 10,-,60,<= 10,45,0 - 10 %,-,23%,-,30 - 40 %,-,19%,30 - 40 %
07/01/2016 - 06/30/2017,2017,REGION 5,TORRINGTON,CANAAN,18,-,42,-,<= 10,<= 10,11,-,<= 10,-,26,<= 10,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,-,-,0 - 10 %,-,-,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,WILLIMANTIC,BROOKLYN,89,13,208,38,12,<= 10,26,-,<= 10,-,149,<= 10,<= 10,-,11,-,-,-,26,-,22,0 - 10 %,0 - 10 %,42%,-,0 - 10 %,-,17%,0 - 10 %
07/01/2016 - 06/30/2017,2017,REGION 3,NORWICH,NEW LONDON,486,92,1267,373,131,43,160,-,48,-,843,24,<= 10,11,50,-,11,-,285,<= 10,137,0 - 10 %,26%,31%,-,23%,-,34%,0 - 10 %
